,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Neighborhood_rich,YrSoldBuket,YearBuiltBuket,GarageYrBltBuket,hasPool,has3SsnPorch,hasEnclosedPorch,hasGarage,isMasVnrAreaZero,hasOpenPorchSF,hasWoodDeckSF,isBsmtUnfSFZero,is2ndFlrSFZero,hasBsmtFinSF1,hasTotalBsmtSF,hasGarageArea,isOverallQualPool,SalePrice
39,90,RL,4.18965474203,8.70632484014,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,3,3,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,0,FuseP,7.05012252027,0,0,7.05012252027,0.0,0.0,2,0,2,2,2,6,Typ,0,0,NA,1955.0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,NA,0,6,2008,WD,AdjLand,0,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3144867213
40,20,RL,4.44265125649,9.06635452145,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1965,1965,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,101.0,3,3,CBlock,3,3,1,3,643.0,1,0.0,445.0,1088.0,GasA,5,1,SBrkr,7.18916773842,0,0,7.18916773842,0.0,0.0,2,0,3,1,3,6,Typ,1,3,Attchd,1965.0,2,2.0,440.0,3,3,2,0.0,4.93447393313,0,0,0,0,0,2,NA,0,12,2006,WD,Abnorml,0,0,6,2,0,0,0,1,1,1,0,1,0,1,1,1,0,11.9829353442
41,20,RL,4.75359019111,9.73542386749,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3,3,4,4,967.0,1,0.0,383.0,1350.0,GasA,4,1,SBrkr,7.19218205871,0,0,7.19218205871,0.0,1.0,1,1,2,1,3,5,Typ,2,4,Attchd,1959.0,2,1.0,308.0,3,3,1,0.0,4.65396035016,0,0,0,0,0,0,NA,0,7,2007,WD,Normal,0,2,6,2,0,0,0,1,0,1,0,1,0,1,1,1,0,12.0435595984
42,85,RL,4.21950770518,9.12489141014,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,5,7,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,5,747.0,2,93.0,0.0,840.0,GasA,4,1,SBrkr,6.78558764501,0,0,6.78558764501,1.0,0.0,1,0,2,1,4,5,Typ,0,0,Attchd,1983.0,2,2.0,504.0,3,4,2,5.48479693349,0.0,0,0,0,0,0,3,NA,0,12,2007,WD,Normal,0,2,8,3,0,0,0,1,0,0,1,0,0,1,1,1,0,11.877575523
43,20,RL,4.26267987704,9.12706745278,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4,3,3,2,280.0,4,491.0,167.0,938.0,GasA,3,1,SBrkr,6.84481547921,0,0,6.84481547921,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1977.0,1,1.0,308.0,3,3,2,4.98360662171,0.0,0,0,0,0,0,3,NA,0,7,2008,WD,Normal,0,4,7,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.7772186371
44,20,RL,4.26267987704,8.98042393637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,5,179.0,4,506.0,465.0,1150.0,GasA,5,1,FuseA,7.04838640872,0,0,7.04838640872,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1959.0,2,1.0,300.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,5,2006,WD,Normal,0,0,6,2,0,0,0,1,0,0,0,1,0,1,1,1,0,11.8565222615
45,120,RL,4.12713438505,8.94363670591,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,5,3,PConc,5,3,1,6,456.0,1,0.0,1296.0,1752.0,GasA,5,1,SBrkr,7.46908388492,0,0,7.46908388492,1.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2005.0,2,2.0,576.0,3,3,2,5.28320372874,4.4188406078,0,0,0,0,0,0,NA,0,2,2010,WD,Normal,1,9,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.6757668519
46,50,RL,3.89182029811,9.45899571246,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,6,1351.0,1,0.0,83.0,1434.0,GasA,5,1,SBrkr,7.3258075026,631,0,7.67322312112,1.0,0.0,1,1,1,1,4,6,Typ,1,5,Attchd,2003.0,2,2.0,670.0,3,3,2,5.12989871492,3.78418963392,0,0,198,0,0,0,NA,0,8,2009,WD,Abnorml,0,7,9,3,0,0,0,1,0,1,1,1,1,1,1,1,0,12.3870891845
47,20,FV,4.44265125649,9.3144300805,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,6,24.0,1,0.0,1632.0,1656.0,GasA,5,1,SBrkr,7.41276401743,0,0,7.41276401743,0.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2006.0,2,3.0,826.0,3,3,2,0.0,4.99043258678,0,0,0,0,0,0,NA,0,7,2007,WD,Normal,0,2,9,3,0,0,0,1,0,1,0,1,0,1,1,1,0,12.4280194811
48,190,RM,3.52636052462,8.40223117295,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,736.0,736.0,GasA,4,1,SBrkr,6.60258789219,716,0,7.28138566357,0.0,0.0,2,0,2,3,3,8,Typ,0,0,NA,1920.0,0,0.0,0.0,0,0,0,0.0,0.0,102,0,0,0,0,0,NA,0,6,2009,New,Partial,0,7,3,1,0,0,1,0,0,0,0,1,1,0,1,0,0,11.6351519472
49,20,RL,4.20469261939,8.95454448839,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,4,763.0,1,0.0,192.0,955.0,GasA,5,1,SBrkr,6.86275791305,0,0,6.86275791305,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1966.0,1,1.0,386.0,3,3,2,0.0,0.0,0,0,0,0,0,3,NA,0,1,2007,WD,Normal,0,2,6,2,0,0,0,1,0,0,0,1,0,1,1,1,0,11.7519502394
50,60,RL,4.1743872699,9.53748351331,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,3,6,182.0,1,0.0,612.0,794.0,GasA,4,1,SBrkr,6.67834211465,676,0,7.2936977206,0.0,1.0,2,0,3,1,3,6,Typ,0,0,Attchd,1997.0,3,2.0,388.0,3,3,2,0.0,4.33073334029,0,0,0,0,0,0,NA,0,7,2007,WD,Normal,0,2,9,3,0,0,0,1,0,1,0,1,1,1,1,1,0,12.0839106613
51,50,RM,3.97029191355,8.73889570493,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,816.0,816.0,GasA,3,1,SBrkr,6.70563909486,0,360,7.07072410726,0.0,0.0,1,0,3,1,3,6,Typ,1,4,Detchd,1985.0,1,2.0,528.0,3,3,2,4.72738781871,0.0,0,0,0,0,0,3,Shed,400,9,2006,WD,Normal,0,0,4,3,0,0,0,1,0,0,1,1,0,0,1,1,0,11.6483388356
52,90,RM,4.70953020131,9.0446399162,Grvl,NA,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,3,4,2,104.0,6,712.0,0.0,816.0,GasA,3,0,SBrkr,6.70563909486,0,0,6.70563909486,1.0,0.0,1,0,2,1,3,5,Typ,0,0,CarPort,1963.0,1,2.0,516.0,3,3,2,4.67282883446,0.0,0,0,0,0,0,0,NA,0,5,2010,WD,Normal,0,9,6,2,0,0,0,1,0,0,1,0,0,1,1,1,0,11.6082447356
53,20,RL,4.2341065046,10.8252035411,Pave,NA,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,None,0.0,4,3,CBlock,5,3,4,6,1810.0,1,0.0,32.0,1842.0,GasA,4,1,SBrkr,7.51914995767,0,0,7.51914995767,2.0,0.0,0,1,0,1,4,5,Typ,1,4,Attchd,1981.0,3,3.0,894.0,3,3,2,6.75460409949,4.29045944115,0,0,0,0,0,0,NA,0,11,2006,WD,Normal,0,0,7,3,0,0,0,1,0,1,1,1,0,1,1,1,0,12.8610012107
54,80,RL,4.11087386417,8.87276752991,Pave,NA,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,5,384.0,1,0.0,0.0,384.0,GasA,3,1,SBrkr,7.21597500265,0,0,7.21597500265,0.0,0.0,1,0,3,1,3,6,Min1,1,3,Detchd,1962.0,1,2.0,572.0,3,3,2,0.0,3.93182563272,0,0,0,0,0,3,NA,0,2,2007,WD,Normal,0,2,6,2,0,0,0,1,0,1,0,0,0,1,1,1,0,11.7752974217
55,20,RL,4.61512051684,9.22778728558,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,3,3,CBlock,3,3,1,4,490.0,1,0.0,935.0,1425.0,GasA,4,1,SBrkr,7.26262860097,0,0,7.26262860097,0.0,0.0,2,0,3,1,3,7,Typ,1,4,Attchd,1964.0,2,2.0,576.0,3,3,2,0.0,0.0,0,407,0,0,0,0,NA,0,7,2008,WD,Normal,0,4,6,2,0,1,0,1,1,0,0,1,0,1,1,1,0,12.1034915969
56,160,FV,3.21887582487,7.88080434467,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,4,3,PConc,4,3,1,6,649.0,1,0.0,321.0,970.0,GasA,5,1,SBrkr,6.89162589705,756,0,7.46164039221,1.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,1999.0,3,2.0,480.0,3,3,2,4.75359019111,0.0,0,0,0,0,0,0,NA,0,8,2009,WD,Abnorml,0,7,9,3,0,0,0,1,1,0,1,1,1,1,1,1,0,12.0581583125
57,60,RL,4.49980967033,9.3627180524,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1,0.0,860.0,860.0,GasA,5,1,SBrkr,6.75809450443,860,0,7.45066079621,0.0,0.0,2,1,3,1,4,7,Typ,0,0,Attchd,2004.0,2,2.0,565.0,3,3,2,0.0,4.26267987704,0,0,0,0,0,0,NA,0,8,2006,WD,Normal,0,0,9,3,0,0,0,1,0,1,0,1,1,0,1,1,0,12.1884227993
58,60,RL,4.20469261939,9.52390946538,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,4,1,0.0,1,0.0,1410.0,1410.0,GasA,5,1,SBrkr,7.26332961748,1519,0,7.98820359702,0.0,0.0,3,1,3,1,4,10,Typ,1,4,BuiltIn,2006.0,3,3.0,641.0,3,3,2,5.2626901889,0.0,37,0,0,0,0,0,NA,0,10,2006,New,Partial,1,0,9,3,0,0,1,1,1,0,1,1,1,0,1,1,0,12.9917557065
59,20,RL,4.11087386417,8.88197518425,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,632.0,1,0.0,148.0,780.0,GasA,5,1,SBrkr,6.66057514984,0,0,6.66057514984,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1973.0,1,1.0,352.0,3,3,2,5.28320372874,0.0,0,0,0,0,0,3,NA,0,1,2008,WD,Normal,0,4,7,3,0,0,0,1,0,0,1,1,0,1,1,1,0,11.7352767025
60,20,RL,4.15888308336,9.47830431356,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,5,941.0,1,0.0,217.0,1158.0,GasA,5,1,SBrkr,7.05531284334,0,0,7.05531284334,1.0,0.0,1,1,3,1,4,5,Typ,0,0,Detchd,2006.0,1,2.0,576.0,3,3,2,0.0,3.93182563272,0,0,0,0,0,0,NA,0,5,2006,New,Partial,0,0,9,3,0,0,0,1,0,1,0,1,0,1,1,1,0,11.9703566411
61,75,RM,4.11087386417,8.88197518425,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,2,1,1,0.0,1,0.0,530.0,530.0,GasA,3,0,SBrkr,6.36647044773,530,0,7.01391547481,0.0,0.0,1,0,3,1,2,6,Typ,0,0,Detchd,1935.0,1,1.0,288.0,3,3,0,0.0,0.0,144,0,0,0,0,0,NA,0,3,2007,WD,Normal,0,2,3,1,0,0,1,1,0,0,0,1,1,0,1,1,0,11.5228856968
62,120,RL,3.80666248977,8.77074954914,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,4,3,PConc,4,4,2,6,24.0,1,0.0,1346.0,1370.0,GasA,5,1,SBrkr,7.22329567956,0,0,7.22329567956,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,2,2.0,484.0,3,3,2,4.7957905456,3.91202300543,0,0,0,0,0,0,NA,0,10,2007,WD,Normal,1,2,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.2185001038
63,70,RM,3.93182563272,9.23999625688,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,BrkTil,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,4,1,SBrkr,6.80572255342,808,0,7.44483327389,0.0,0.0,2,0,3,1,3,9,Typ,0,0,Detchd,1990.0,1,2.0,480.0,3,3,2,2.56494935746,2.48490664979,64,0,0,0,0,4,NA,0,4,2010,WD,Normal,0,9,3,3,0,0,1,1,0,1,1,1,1,0,1,1,0,11.8494048444
64,60,RL,4.26267987704,9.14590851182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,1,6,739.0,1,0.0,318.0,1057.0,GasA,5,1,SBrkr,6.96413561242,977,0,7.61825109788,1.0,0.0,2,1,3,1,4,8,Typ,0,0,Attchd,1998.0,2,2.0,645.0,3,3,2,6.35784226651,3.61091791264,0,0,0,0,0,4,NA,0,2,2009,WD,Normal,0,7,9,3,0,0,0,1,1,1,1,1,1,1,1,1,0,12.2991120673
65,60,RL,4.34380542185,9.16868469671,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,4,3,PConc,5,3,3,1,0.0,1,0.0,1143.0,1143.0,GasA,5,1,SBrkr,7.04228617194,1330,0,7.81359155295,0.0,0.0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2004.0,2,3.0,852.0,3,3,2,5.2626901889,5.02388052085,0,0,0,0,0,0,NA,0,10,2007,WD,Normal,1,2,9,3,0,0,0,1,1,1,1,1,1,0,1,1,0,12.6666602074
66,20,RL,4.3040650932,9.89852526071,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4,3,4,6,912.0,1,0.0,1035.0,1947.0,GasA,3,1,SBrkr,7.6998424074,0,0,7.6998424074,1.0,0.0,2,0,3,1,3,7,Min1,1,4,Attchd,1970.0,2,2.0,576.0,3,3,2,5.71042701737,0.0,0,0,0,0,0,0,NA,0,7,2010,WD,Normal,0,9,7,2,0,0,0,1,1,0,1,1,0,1,1,1,0,12.1007176854
67,20,RL,4.29045944115,9.27481639116,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,4,3,PConc,4,3,3,6,1013.0,1,0.0,440.0,1453.0,GasA,5,1,SBrkr,7.29979736676,0,0,7.29979736676,1.0,0.0,2,0,3,1,4,7,Typ,0,0,Attchd,2003.0,2,2.0,558.0,3,3,2,4.97673374242,3.40119738166,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,0,2,9,3,0,0,0,1,1,1,1,1,0,1,1,1,0,12.328294703
68,30,RM,3.87120101091,8.43576619272,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,1,1,0.0,1,0.0,747.0,747.0,GasA,3,1,SBrkr,6.61740297797,0,0,6.61740297797,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Attchd,1945.0,1,1.0,220.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,0,9,5,2,0,0,0,1,0,0,0,1,0,0,1,1,0,11.2897944136
69,50,RL,4.40671924726,9.65464150387,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,None,0.0,4,3,CBlock,3,3,1,4,603.0,1,0.0,701.0,1304.0,GasW,3,1,SBrkr,7.17395831976,983,0,7.7354333525,0.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,1953.0,3,2.0,667.0,3,3,2,0.0,3.09104245336,114,0,0,0,0,0,NA,0,7,2006,WD,Normal,0,0,5,2,0,0,1,1,0,1,0,1,1,1,1,1,0,12.3238601256
70,20,RL,4.56434819147,9.52164131003,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,3,4,CBlock,4,3,4,5,1880.0,1,0.0,343.0,2223.0,GasA,5,1,SBrkr,7.70706265537,0,0,7.70706265537,1.0,0.0,2,0,3,1,3,8,Typ,2,4,Attchd,1973.0,3,2.0,516.0,3,3,2,5.70711026475,0.0,0,0,0,0,0,0,NA,0,2,2007,WD,Normal,0,2,7,3,0,0,0,1,1,0,1,1,0,1,1,1,0,12.4049276026
71,20,RL,4.24849524205,8.93590352627,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,565.0,1,0.0,280.0,845.0,GasA,3,1,SBrkr,6.74051935961,0,0,6.74051935961,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1987.0,1,2.0,360.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,6,2007,WD,Normal,0,2,7,3,0,0,0,1,0,0,0,1,0,1,1,1,0,11.7714438821
72,60,RL,4.31748811354,9.22444049635,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,3,PConc,4,3,1,1,0.0,1,0.0,832.0,832.0,GasA,4,1,SBrkr,6.78671695061,833,0,7.44949800538,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1998.0,3,2.0,427.0,3,3,2,0.0,4.5538768916,0,0,291,0,0,0,NA,0,12,2009,WD,Normal,0,7,9,3,0,0,0,1,1,1,0,1,1,0,1,1,0,12.1281165095
73,20,RL,4.45434729625,9.23024103368,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,3,3,CBlock,3,3,1,5,320.0,4,362.0,404.0,1086.0,GasA,4,1,SBrkr,6.99117688712,0,0,6.99117688712,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1989.0,1,2.0,490.0,3,3,2,0.0,0.0,0,0,0,0,0,2,NA,0,5,2010,WD,Normal,0,9,5,3,0,0,0,1,1,0,0,1,0,1,1,1,0,11.8838060296
74,50,RM,4.11087386417,8.66406026723,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,4,4,CBlock,2,3,1,1,0.0,1,0.0,840.0,840.0,GasA,4,0,SBrkr,6.73459165997,765,0,7.38150189451,0.0,0.0,2,0,3,2,3,8,Typ,0,0,Detchd,1915.0,1,1.0,379.0,3,3,2,0.0,0.0,202,0,0,0,0,0,NA,0,5,2010,WD,Normal,0,9,3,1,0,0,1,1,0,0,0,1,1,0,1,1,0,11.584324772
75,180,RM,3.09104245336,7.37588214822,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,4,6,462.0,1,0.0,0.0,462.0,GasA,3,1,SBrkr,6.26720054854,462,0,6.89669433162,1.0,0.0,1,0,2,1,3,5,Typ,0,0,BuiltIn,1973.0,1,1.0,297.0,3,3,2,4.7957905456,4.62497281328,0,0,0,0,0,2,NA,0,11,2009,WD,Normal,0,7,7,3,0,0,0,1,0,1,1,0,1,1,1,1,0,11.4186257744
76,20,RL,4.3040650932,9.04499391939,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,228.0,1,0.0,724.0,952.0,GasA,5,1,FuseA,6.85961490365,0,0,6.85961490365,0.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1956.0,1,1.0,283.0,3,3,2,0.0,0.0,0,0,0,0,0,0,NA,0,4,2008,WD,Normal,0,4,6,2,0,0,0,1,0,0,0,1,0,1,1,1,0,11.8185776043
77,50,RM,3.93182563272,9.06369479163,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,4,336.0,6,41.0,295.0,672.0,GasA,3,1,SBrkr,6.97821374263,213,0,7.1592919048,1.0,0.0,1,0,2,1,3,6,Min1,0,0,Detchd,1948.0,1,1.0,240.0,3,3,2,0.0,0.0,0,0,0,0,0,3,NA,0,1,2008,WD,Normal,0,4,5,2,0,0,0,1,0,0,0,1,1,1,1,1,0,11.7519502394
78,90,RL,4.29045944115,9.28535507578,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,1,0.0,1,0.0,1768.0,1768.0,GasA,3,0,SBrkr,7.47816969416,0,0,7.47816969416,0.0,0.0,2,0,4,2,3,8,Typ,0,0,NA,1968.0,0,0.0,0.0,0,0,2,0.0,0.0,0,0,0,0,0,0,NA,0,4,2010,WD,Normal,0,9,6,2,0,0,0,0,0,0,0,1,0,0,1,0,0,11.8240872196
79,50,RM,4.11087386417,9.25349564229,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,1,1,0.0,1,0.0,440.0,440.0,GasA,4,1,SBrkr,6.52649485957,548,0,7.11558212618,0.0,0.0,1,1,2,1,3,5,Typ,0,0,Detchd,1966.0,1,2.0,440.0,3,3,2,4.31748811354,0.0,128,0,0,0,0,3,NA,0,5,2009,WD,Normal,0,7,2,2,0,0,1,1,0,0,1,1,1,0,1,1,0,11.6082447356
80,60,RL,4.61512051684,9.47278155656,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,3,4,CBlock,4,3,1,3,448.0,1,0.0,448.0,896.0,GasA,3,1,SBrkr,7.07580886398,960,0,7.66996199547,0.0,0.0,2,1,4,1,4,8,Typ,1,4,Attchd,1968.0,3,1.0,509.0,3,3,2,0.0,4.29045944115,0,0,252,0,0,0,NA,0,6,2009,WD,Normal,0,7,6,2,0,0,0,1,1,1,0,1,1,1,1,1,0,12.1730379594
